url,last_crawled_gsc,current_status_code,current_indexability,current_indexability_status,inlinks_old_triage,word_count_old_triage,duplicate_title_count_old_triage,flags_old_triage,title_old_triage,action_bucket,priority,reason
https://defiliban.io/news/nft/,1970-01-01,200,Indexable,,95,221,3,duplicate_title:3;wordcount_lt700,NFT - DeFiliban,keep_and_push,high,Core hub/category page worth keeping indexed and strengthening.
https://defiliban.io/market/trading/,1970-01-01,200,Indexable,,94,226,3,duplicate_title:3;wordcount_lt700,Trading - DeFiliban,keep_and_push,high,Core hub/category page worth keeping indexed and strengthening.
https://defiliban.io/market/money/,1970-01-01,200,Indexable,,82,149,3,duplicate_title:3;wordcount_lt700,Money - DeFiliban,keep_and_push,high,Core hub/category page worth keeping indexed and strengthening.
https://defiliban.io/blockchain-katana-kat-acquires-idex-launches-perpetual-contracts-polygon/,1970-01-01,200,Indexable,,6429,1323,1,single_slug;wordcount_1200_plus,Blockchain Katana (KAT): Polygon-Incubated DEX Acquires IDEX and Launches Perpetual Contracts,keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/rba-tokenization-aud-24-billion/,1970-01-01,200,Indexable,,6426,1162,1,single_slug,RBA: Asset Tokenization Could Unlock AUD 24B in Australia,keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/ton-catchain-2-mainnet-april/,1970-01-01,200,Indexable,,6426,1250,1,single_slug;wordcount_1200_plus,TON Catchain 2.0: Consensus Upgrade Hits Mainnet in April 2026,keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/bybit-lists-googl-futures/,1970-01-01,200,Indexable,,2624,958,1,single_slug,Bybit Lists GOOGL Futures: What It Means for Traders,keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/mstr-strc-proceeds-buy-over-7300-btc-this-week/,1970-01-01,200,Indexable,,69,992,1,single_slug,"MSTR STRC Proceeds Fund 7,300+ BTC Buy, More Than Double 3,150",keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/bhutan-sold-70-percent-bitcoin-holdings-18-months/,1970-01-01,200,Indexable,,67,1016,1,single_slug,Bhutan Sold 70% of Its Bitcoin Holdings in 18 Months,keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/btc-bitcoin-pumping-above-73700-nearing-74000/,1970-01-01,200,Indexable,,65,1022,1,single_slug,"BTC Nears $74K as Bitcoin Breaks Above $73,700",keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/bitcoin-etf-flows-today-1d-net-outflow-1488-btc/,1970-01-01,200,Indexable,,64,1268,1,single_slug;wordcount_1200_plus,"Bitcoin ETF Flows Today: 1D Net Outflow Hits 1,488 BTC",keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/ethereum-transaction-fees-low/,1970-01-01,200,Indexable,,64,924,1,single_slug,Ethereum Transaction Fees Drop to Historic Lows - DeFiliban,keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/whale-btc-40x-long-liquidated/,1970-01-01,200,Indexable,,64,1332,1,single_slug;wordcount_1200_plus,"Whale Opens $19M 40x BTC Long, Gets Liquidated in 1 Hour",keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/bitcoin-etf-inflows-defi-impact/,1970-01-01,200,Indexable,,63,1159,1,single_slug,Bitcoin Spot ETF Inflows Hit $95M: DeFi Liquidity Impact,keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/btc-etf-inflows-biggest-day-since-mid-january/,1970-01-01,200,Indexable,,63,1030,1,single_slug,BTC ETF Inflows Hit Biggest Day Since Mid-January,keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/bitcoin-fear-greed-index-defi/,1970-01-01,200,Indexable,,62,1181,1,single_slug,Bitcoin Fear and Greed Index: What It Means for DeFi,keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/amundi-100m-tokenized-fund-ethereum/,1970-01-01,200,Indexable,,61,1178,1,single_slug,Amundi Launches $100M Tokenized Fund on Ethereum,keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/bridged-dot-exploit-ethereum-1b-minted/,1970-01-01,200,Indexable,,61,1132,1,single_slug,Bridged DOT Exploited on Ethereum as Attacker Mints 1B Tokens,keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/ethlimo-post-mortem-ens-to-web-dns-hijack/,1970-01-01,200,Indexable,,61,1118,1,single_slug,ETHlimo Post-Mortem Explains ENS-to-Web DNS Hijack,keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/800-kw-texas-edition-bitcoin-hash-hut-new-mexico-oil-gas/,1970-01-01,200,Indexable,,60,1148,1,single_slug,800 kW Texas Edition Bitcoin Hash Hut Deployed for New Mexico Oil and Gas Producer,keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/bitcoin-55k-before-100k-crowded-trade/,1970-01-01,200,Indexable,,60,1255,1,single_slug;wordcount_1200_plus,Why Bitcoin Could Hit $55K Before the $100K Breakout,keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/bitcoin-etf-flows-today-1d-netflow-4614-btc-7d-7358-btc/,1970-01-01,200,Indexable,,60,1015,1,single_slug,"Bitcoin ETF Flows Today: 1D NetFlow +4,614 BTC, 7D +7,358 BTC",keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/bitcoin-price-open-interest-divergence-downside-risk/,1970-01-01,200,Indexable,,60,1242,1,single_slug;wordcount_1200_plus,Bitcoin Price-Open Interest Divergence Signals Downside Risk,keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/coinbase-us-stablecoin-legislation/,1970-01-01,200,Indexable,,60,901,1,single_slug,Coinbase Threatens Withdrawal from U.S. Stablecoin Legislation - DeFiliban,keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
https://defiliban.io/federal-reserve-interest-rate-forecast/,1970-01-01,200,Indexable,,60,936,1,single_slug,Federal Reserve Expected to Hold Interest Rates Until 2026 - DeFiliban,keep_and_push,medium,Editorial URL with stronger content and internal-link signals than the average discovered set.
