source_url,broken_target,replacement_url,instances_for_target,confidence,anchor_text
https://defiliban.io/blackrock-withdrew-6167-btc-from-coinbase-in-2-days/,https://defiliban.io/bitcoin-mining-rewards-and-the-sec-protocol-mining-view/,https://defiliban.io/bitcoin-mining-rewards-sec-protocol-mining-view/,2,high,its analysis of mining rewards and the SEC’s protocol mining view
https://defiliban.io/bitcoin-price-open-interest-divergence-downside-risk/,https://defiliban.io/bitcoin-mining-rewards-and-the-sec-protocol-mining-view/,https://defiliban.io/bitcoin-mining-rewards-sec-protocol-mining-view/,2,high,Bitcoin Mining Rewards and the SEC Protocol Mining View
https://defiliban.io/bitcoin-mining-rewards-sec-protocol-mining-view/,https://defiliban.io/bitcoin-etf-flows-today-whats-verified-so-far/,https://defiliban.io/bitcoin-etf-flows-today-whats-verified/,2,high,Bitcoin ETF Flows Today: What’s Verified So Far
https://defiliban.io/citigroup-cuts-bitcoin-ethereum-forecasts-us-crypto-legislation-stalls/,https://defiliban.io/bitcoin-etf-flows-today-whats-verified-so-far/,https://defiliban.io/bitcoin-etf-flows-today-whats-verified/,2,high,Bitcoin ETF flows today
https://defiliban.io/sol-forward-industries-solana-treasury-strategy/,https://defiliban.io/algorand-foundation-cuts-25-percent-staff-crypto-market-uncertainty/,https://defiliban.io/algorand-foundation-cuts-staff-crypto-market-uncertainty/,2,high,challenges faced by other blockchain ecosystems
https://defiliban.io/coinbase-bitcoin-yield-fund-base-share-claims/,https://defiliban.io/algorand-foundation-cuts-25-percent-staff-crypto-market-uncertainty/,https://defiliban.io/algorand-foundation-cuts-staff-crypto-market-uncertainty/,2,high,plans for onchain share classes
https://defiliban.io/whale-deposits-300-btc-to-binance-after-two-years-of-inactivity/,https://defiliban.io/wallet-0x527-withdraws-219342-link-from-binance-holdings-climb-to-784954-link/,https://defiliban.io/wallet-0x527-withdraws-219342-link-from-binance-raising-holdings-to-784954-link/,2,high,large wallet movements involving Binance
https://defiliban.io/bitcoin-conference-las-vegas-set-to-begin-within-24-hours/,https://defiliban.io/wallet-0x527-withdraws-219342-link-from-binance-holdings-climb-to-784954-link/,https://defiliban.io/wallet-0x527-withdraws-219342-link-from-binance-raising-holdings-to-784954-link/,2,high,large token withdrawals from centralized exchanges
https://defiliban.io/bitcoin-eth-drop-defi-liquidation/,https://defiliban.io/bitcoin-etf-outflows-171m-ethereum-etf-92m-inflows-march-26/,https://defiliban.io/bitcoin-etf-outflows-171-million-ethereum-etf-inflows-march-26/,2,high,Bitcoin ETF outflows hit $171 million on March 26
https://defiliban.io/258m-crypto-liquidations-bitcoin-118m-4-hours/,https://defiliban.io/bitcoin-etf-outflows-171m-ethereum-etf-92m-inflows-march-26/,https://defiliban.io/bitcoin-etf-outflows-171-million-ethereum-etf-inflows-march-26/,2,high,significant ETF outflows totaling $171 million
https://defiliban.io/sec-chair-bitcoin-mining-rewards-not-securities-washington-dc/,https://defiliban.io/institutional-bitcoin-demand-hits-highest-level-since-october-2025/,https://defiliban.io/institutional-bitcoin-demand-highest-since-october-2025/,2,high,institutional Bitcoin demand has accelerated
https://defiliban.io/bitcoin-clears-59k-72k-supply-zone-conviction-pending/,https://defiliban.io/institutional-bitcoin-demand-hits-highest-level-since-october-2025/,https://defiliban.io/institutional-bitcoin-demand-highest-since-october-2025/,2,high,Institutional Bitcoin demand has reached its highest level since October 2025
https://defiliban.io/bitcoin-80k-odds-top-60k-polymarket-march/,https://defiliban.io/bitcoin-etf-inflows-support-btc-buying-pressure/,https://defiliban.io/bitcoin-etf-inflows-btc-buying-pressure/,2,high,Bitcoin ETF inflow patterns
https://defiliban.io/roboforce-52m-funding-physical-ai/,https://defiliban.io/bitcoin-etf-inflows-support-btc-buying-pressure/,https://defiliban.io/bitcoin-etf-inflows-btc-buying-pressure/,2,high,Bitcoin ETF inflows supporting BTC buying pressure
https://defiliban.io/ethgas-3-billion-eth-validator-liquidity/,https://defiliban.io/businesses-are-buying-more-bitcoin-than-etfs-and-governments-in-2026/,https://defiliban.io/businesses-buying-more-bitcoin-than-etfs-and-governments/,2,high,Businesses Are Buying More Bitcoin Than ETFs and Governments in 2026
https://defiliban.io/xrp-ripple-kyobo-tokenized-bond-settlements-korea/,https://defiliban.io/businesses-are-buying-more-bitcoin-than-etfs-and-governments-in-2026/,https://defiliban.io/businesses-buying-more-bitcoin-than-etfs-and-governments/,2,high,Businesses Are Buying More Bitcoin Than ETFs and Governments in 2026
https://defiliban.io/institutional-bitcoin-demand-highest-since-october-2025/,https://defiliban.io/bitcoin-crashes-below-71000-down-5-today/,https://defiliban.io/bitcoin-crashes-under-71000-down-5-today/,2,high,fallen sharply from those highs
https://defiliban.io/bitcoin-clears-59k-72k-supply-zone-conviction-pending/,https://defiliban.io/bitcoin-crashes-below-71000-down-5-today/,https://defiliban.io/bitcoin-crashes-under-71000-down-5-today/,2,high,"Bitcoin recently crashed below $71,000 with a 5% single-day decline"
https://defiliban.io/coinbase-bitcoin-yield-fund-base-share-claims/,https://defiliban.io/morgan-stanley-files-second-amended-s-1-spot-bitcoin-etf/,https://defiliban.io/morgan-stanley-second-amended-s1-spot-bitcoin-etf-sec/,2,high,institutional moves toward tokenized fund products
https://defiliban.io/gemini-collective-lawsuit-investor-misrepresentation/,https://defiliban.io/morgan-stanley-files-second-amended-s-1-spot-bitcoin-etf/,https://defiliban.io/morgan-stanley-second-amended-s1-spot-bitcoin-etf-sec/,2,high,institutional crypto product filings
https://defiliban.io/coinbase-adds-wron-to-its-listing-roadmap-2/,https://defiliban.io/coinbase-adds-virtual-pros-and-kaio-to-its-asset-roadmap/,https://defiliban.io/coinbase-adds-virtual-pros-kaio-asset-roadmap/,2,high,"added VIRTUAL, PROS, and KAIO to its asset roadmap"
https://defiliban.io/blend-listed-on-bybit-spot/,https://defiliban.io/coinbase-adds-virtual-pros-and-kaio-to-its-asset-roadmap/,https://defiliban.io/coinbase-adds-virtual-pros-kaio-asset-roadmap/,2,high,Coinbase continue expanding their asset roadmaps
https://defiliban.io/strategy-ceo-phong-le-morgan-stanley-msbt-massive-bitcoin-bet/,https://defiliban.io/top-5-crypto-news-for-the-last-24-hours-mantle-lending-hits-1-35b/,https://defiliban.io/top-5-crypto-news-last-24-hours-mantle-lending-1-35b/,2,high,crypto-native firms
https://defiliban.io/haliey-welch-hawk-tuah-meme-coin-crash-response/,https://defiliban.io/top-5-crypto-news-for-the-last-24-hours-mantle-lending-hits-1-35b/,https://defiliban.io/top-5-crypto-news-last-24-hours-mantle-lending-1-35b/,2,high,daily market developments
https://defiliban.io/upbit-ethfi-krw-listing-etherfi/,https://defiliban.io/bitcoin-whale-moves-btc-binance-years-dormancy/,https://defiliban.io/bitcoin-whale-moves-btc-to-binance-after-years-of-dormancy/,2,high,long-dormant Bitcoin whales have begun moving assets to exchanges
https://defiliban.io/xrp-evernorth-s-4-nasdaq-listing-arm-merger/,https://defiliban.io/bitcoin-whale-moves-btc-binance-years-dormancy/,https://defiliban.io/bitcoin-whale-moves-btc-to-binance-after-years-of-dormancy/,2,high,large-scale crypto-adjacent financial moves
https://defiliban.io/us-government-bitfinex-seized-funds-8-2-btc-coinbase-prime/,https://defiliban.io/u-s-spot-bitcoin-etfs-add-186m-in-inflows-on-april-15/,https://defiliban.io/us-spot-bitcoin-etfs-186m-inflows-april-15/,2,high,recent U.S. spot ETF inflow data
https://defiliban.io/unified-labs-joins-morpho-risk-curator/,https://defiliban.io/u-s-spot-bitcoin-etfs-add-186m-in-inflows-on-april-15/,https://defiliban.io/us-spot-bitcoin-etfs-186m-inflows-april-15/,2,high,U.S. Spot Bitcoin ETFs Add $186M in Inflows on April 15
https://defiliban.io/metaplanet-jpy-8-billion-bonds-buy-bitcoin/,https://defiliban.io/spot-bitcoin-etfs-223m-net-inflows-april-23/,https://defiliban.io/spot-bitcoin-etfs-post-223-million-net-inflows-april-23/,2,high,spot Bitcoin ETFs posted $223 million in net inflows on April 23
https://defiliban.io/south-africa-draft-crypto-capital-control-regulations/,https://defiliban.io/spot-bitcoin-etfs-223m-net-inflows-april-23/,https://defiliban.io/spot-bitcoin-etfs-post-223-million-net-inflows-april-23/,2,high,spot Bitcoin ETFs posting notable inflows
https://defiliban.io/strive-asst-sata-options/,https://defiliban.io/morgan-stanley-spot-bitcoin-etf-gets-official-listing-launch-imminent/,https://defiliban.io/morgan-stanley-spot-bitcoin-etf-official-listing-announcement-launch-imminent/,2,high,institutional Bitcoin ETF listings
https://defiliban.io/bitcoin-etf-flows-today-outflow-111m/,https://defiliban.io/morgan-stanley-spot-bitcoin-etf-gets-official-listing-launch-imminent/,https://defiliban.io/morgan-stanley-spot-bitcoin-etf-official-listing-announcement-launch-imminent/,2,high,new institutional ETF entrants like Morgan Stanley
https://defiliban.io/us-bitcoin-spot-etfs-202-million-net-inflow-march-16/,https://defiliban.io/ethereum-whale-long-exit-claims-face-verification-gap/,https://defiliban.io/ethereum-whale-long-exit-verification-gap/,2,high,recent whale positioning across crypto markets
https://defiliban.io/0x58bro-shorts-under-pressure-ena-ltc-bnb-btc-eth-hype/,https://defiliban.io/ethereum-whale-long-exit-claims-face-verification-gap/,https://defiliban.io/ethereum-whale-long-exit-verification-gap/,2,high,verification gaps around Ethereum whale long exits
https://defiliban.io/btc-bitcoin-pumps-back-above-75000/,https://defiliban.io/bitcoin-etf-flows-today-latest-confirmed-inflows-reached-411-4m/,https://defiliban.io/bitcoin-etf-flows-today-latest-confirmed-inflows/,2,high,spot Bitcoin ETF inflows reaching $411.4 million
https://defiliban.io/bitcoin-nears-78k-resistance-glassnode-week-15-2026/,https://defiliban.io/bitcoin-etf-flows-today-latest-confirmed-inflows-reached-411-4m/,https://defiliban.io/bitcoin-etf-flows-today-latest-confirmed-inflows/,2,high,Bitcoin ETF inflows
https://defiliban.io/justin-sun-lawsuit-trump-family-crypto-project-world-liberty-financial/,https://defiliban.io/new-york-attorney-general-sues-coinbase-gemini/,https://defiliban.io/new-york-attorney-general-coinbase-gemini-lawsuit/,2,high,New York Attorney General’s suits against major exchanges
https://defiliban.io/bitmine-stakes-61232-eth-worth-142-million-holdings-3395869-eth/,https://defiliban.io/new-york-attorney-general-sues-coinbase-gemini/,https://defiliban.io/new-york-attorney-general-coinbase-gemini-lawsuit/,2,high,involving Coinbase and Gemini
https://defiliban.io/ark-invest-circle-shares-20-drop/,https://defiliban.io/700-days-post-bitcoin-halving-cycle-bottom/,https://defiliban.io/bitcoin-halving-700-days-cycle-bottom/,2,high,macro cycle positioning
https://defiliban.io/ripple-xrp-mas-singapore-sandbox/,https://defiliban.io/700-days-post-bitcoin-halving-cycle-bottom/,https://defiliban.io/bitcoin-halving-700-days-cycle-bottom/,2,high,crypto market navigates its post-halving cycle dynamics
https://defiliban.io/algorand-foundation-cuts-staff-crypto-market-uncertainty/,https://defiliban.io/amundi-launches-100m-tokenized-fund-on-ethereum/,https://defiliban.io/amundi-100m-tokenized-fund-ethereum/,2,high,institutional tokenization activity grows on competing chains
https://defiliban.io/morgan-stanley-second-amended-s1-spot-bitcoin-etf-sec/,https://defiliban.io/amundi-launches-100m-tokenized-fund-on-ethereum/,https://defiliban.io/amundi-100m-tokenized-fund-ethereum/,2,high,institutional crypto product landscape
https://defiliban.io/doj-pig-butchering-crypto-scam-crackdown-276-arrests/,https://defiliban.io/hyperliquid-plans-event-trading-product-to-rival-polymarket/,https://defiliban.io/hyperliquid-event-trading-product-polymarket/,2,high,new trading products
https://defiliban.io/coinbase-lists-mega-for-spot-trading/,https://defiliban.io/hyperliquid-plans-event-trading-product-to-rival-polymarket/,https://defiliban.io/hyperliquid-event-trading-product-polymarket/,2,high,"Hyperliquid, which is expanding into new trading products"
https://defiliban.io/cambodia-first-cybercrime-law-scam-compounds/,https://defiliban.io/circle-cirbtc-launch-targets-coinbase-wrapped-bitcoin-market/,https://defiliban.io/circle-cirbtc-launch-challenge-coinbase-wrapped-bitcoin/,2,high,wrapped Bitcoin market
https://defiliban.io/ethereum-foundation-staked-another-45034-eth-93-11m/,https://defiliban.io/circle-cirbtc-launch-targets-coinbase-wrapped-bitcoin-market/,https://defiliban.io/circle-cirbtc-launch-challenge-coinbase-wrapped-bitcoin/,2,high,Circle cirBTC Launch Targets Coinbase Wrapped Bitcoin Market
https://defiliban.io/circle-compliance-failures-zachxbt-420m-allegations/,https://defiliban.io/ethereum-foundation-stakes-additional-eth-arkham-monitoring-shows/,https://defiliban.io/ethereum-foundation-stakes-additional-eth-arkham/,2,high,"Ethereum Foundation Stakes Additional ETH, Arkham Monitoring Shows"
https://defiliban.io/charles-schwab-crypto-vertical-bitcoin-buying-soon/,https://defiliban.io/ethereum-foundation-stakes-additional-eth-arkham-monitoring-shows/,https://defiliban.io/ethereum-foundation-stakes-additional-eth-arkham/,2,high,"Ethereum Foundation Stakes Additional ETH, Arkham Monitoring Shows"
https://defiliban.io/coinbase-occ-conditional-approval-report/,https://defiliban.io/cftc-and-doj-lawsuit-against-illinois-what-the-verified-filings-show/,https://defiliban.io/cftc-doj-lawsuit-against-illinois-verified-filings/,2,high,what the verified filings show in another recent defiliban review
https://defiliban.io/strategy-estimated-buy-617-btc-via-strc-today/,https://defiliban.io/cftc-and-doj-lawsuit-against-illinois-what-the-verified-filings-show/,https://defiliban.io/cftc-doj-lawsuit-against-illinois-verified-filings/,2,high,what the verified filings showed in the Illinois case
https://defiliban.io/machi-5250-eth-long-liquidated-market-drop/,https://defiliban.io/morgan-stanley-bitcoin-etf-160b-market/,https://defiliban.io/morgan-stanley-bitcoin-etf-160-billion-market-impact/,2,high,institutional ETF appetite across crypto assets
https://defiliban.io/resolvlabs-usr-suspected-exploit-stablecoin-risk/,https://defiliban.io/morgan-stanley-bitcoin-etf-160b-market/,https://defiliban.io/morgan-stanley-bitcoin-etf-160-billion-market-impact/,2,high,institutional confidence in DeFi stablecoin infrastructure
https://defiliban.io/bitcoin-crashes-under-71000-down-5-today/,https://defiliban.io/senator-cynthia-lummis-pushes-bitcoin-and-crypto-market-structure-bill/,https://defiliban.io/senator-cynthia-lummis-bitcoin-crypto-market-structure-legislation/,2,high,Senator Cynthia Lummis has been pushing a Bitcoin and crypto market structure bill
https://defiliban.io/institutional-bitcoin-demand-highest-since-october-2025/,https://defiliban.io/senator-cynthia-lummis-pushes-bitcoin-and-crypto-market-structure-bill/,https://defiliban.io/senator-cynthia-lummis-bitcoin-crypto-market-structure-legislation/,2,high,regulatory environment continues to evolve
https://defiliban.io/bitcoin-etf-inflows-rebound/,https://defiliban.io/coinbase-bitcoin-backed-mortgage-buy-home-btc/,https://defiliban.io/coinbase-bitcoin-backed-mortgage/,2,high,emergence of Bitcoin-backed financial products
https://defiliban.io/brazil-anti-crime-law-crypto/,https://defiliban.io/coinbase-bitcoin-backed-mortgage-buy-home-btc/,https://defiliban.io/coinbase-bitcoin-backed-mortgage/,2,high,Bitcoin-backed mortgage offerings
https://defiliban.io/wealthiest-families-parking-money-in-bitcoin/,https://defiliban.io/top-5-crypto-news-24-hours-mastercard-kraken-market-moves/,https://defiliban.io/top-5-crypto-news-last-24-hours-mastercard-kraken/,2,high,steady drumbeat of institutional crypto adoption
https://defiliban.io/800-kw-texas-edition-bitcoin-hash-hut-new-mexico-oil-gas/,https://defiliban.io/top-5-crypto-news-24-hours-mastercard-kraken-market-moves/,https://defiliban.io/top-5-crypto-news-last-24-hours-mastercard-kraken/,2,high,bitcoin mining with industrial energy operations
https://defiliban.io/morgan-stanley-bitcoin-etf-160-billion-market-impact/,https://defiliban.io/hong-kong-police-reveal-crypto-scam-that-tricked-66-year-old-retiree/,https://defiliban.io/hong-kong-police-crypto-scam-66-year-old-retiree/,2,high,broader crypto market
https://defiliban.io/trend-research-transferred-0-852-eth-to-garrett-jin/,https://defiliban.io/hong-kong-police-reveal-crypto-scam-that-tricked-66-year-old-retiree/,https://defiliban.io/hong-kong-police-crypto-scam-66-year-old-retiree/,2,high,increased scrutiny on crypto transaction patterns
https://defiliban.io/businesses-buying-more-bitcoin-than-etfs-and-governments/,https://defiliban.io/goldman-sachs-files-for-bitcoin-premium-income-etf/,https://defiliban.io/goldman-sachs-bitcoin-premium-income-etf-filing/,2,high,Goldman Sachs’ Bitcoin Premium Income ETF filing
https://defiliban.io/hal-finney-bitcoin-10-million-prediction/,https://defiliban.io/goldman-sachs-files-for-bitcoin-premium-income-etf/,https://defiliban.io/goldman-sachs-bitcoin-premium-income-etf-filing/,2,high,wave of bitcoin investment-product headlines
https://defiliban.io/mellow-protocol-tvl-surges-300m-liquid-restaking-airdrop/,https://defiliban.io/brazil-anti-crime-law-crypto-defi-impact/,https://defiliban.io/brazil-anti-crime-law-crypto/,2,high,liquid restaking protocols and broader DeFi platforms
https://defiliban.io/bitcoin-etf-inflows-rebound/,https://defiliban.io/brazil-anti-crime-law-crypto-defi-impact/,https://defiliban.io/brazil-anti-crime-law-crypto/,2,high,regulatory frameworks in traditional finance
https://defiliban.io/trump-oil-prices-drop-like-a-rock-iran-war/,https://defiliban.io/sen-kevin-cramer-pushes-bitcoin-and-crypto-market-structure-bill-before-easter/,https://defiliban.io/kevin-cramer-bitcoin-crypto-market-structure-legislation-before-easter/,2,high,Sen. Kevin Cramer’s push for a Bitcoin and crypto market structure bill
https://defiliban.io/bitcoin-capital-money-cypherpunk-financial-products/,https://defiliban.io/sen-kevin-cramer-pushes-bitcoin-and-crypto-market-structure-bill-before-easter/,https://defiliban.io/kevin-cramer-bitcoin-crypto-market-structure-legislation-before-easter/,2,high,U.S. market structure legislation around Bitcoin and crypto
https://defiliban.io/floresta-utreexo-full-bitcoin-node-android/,https://defiliban.io/sec-clarifies-some-defi-uis-can-avoid-broker-dealer-registration/,https://defiliban.io/sec-clarifies-certain-defi-uis-can-operate-without-broker-dealer-registration/,2,high,some DeFi interfaces can avoid broker-dealer treatment
https://defiliban.io/qcp-capital-us-iran-talks-collapse-oil-100-btc-risk-off/,https://defiliban.io/sec-clarifies-some-defi-uis-can-avoid-broker-dealer-registration/,https://defiliban.io/sec-clarifies-certain-defi-uis-can-operate-without-broker-dealer-registration/,2,high,the SEC’s recent clarification on some DeFi UIs
https://defiliban.io/btc-bullish-bearish-social-ratio-5-week-low/,https://defiliban.io/eric-voorhees-linked-wallet-and-122355-eth-whale-activity-analysis/,https://defiliban.io/eric-voorhees-wallet-122355-eth-whale-activity/,2,high,"Eric Voorhees-Linked Wallet and 122,355 ETH: Whale Activity Analysis"
https://defiliban.io/tom-lee-bitmine-buys-40000-eth-falconx/,https://defiliban.io/eric-voorhees-linked-wallet-and-122355-eth-whale-activity-analysis/,https://defiliban.io/eric-voorhees-wallet-122355-eth-whale-activity/,2,high,"Eric Voorhees-Linked Wallet and 122,355 ETH: Whale Activity Analysis"
https://defiliban.io/binance-market-maker-guidelines-token-issuer-disclosure/,https://defiliban.io/ripple-xrp-trade-finance-mas-singapore-sandbox/,https://defiliban.io/ripple-xrp-mas-singapore-sandbox/,2,high,Singapore’s MAS sandbox
https://defiliban.io/rba-tokenization-aud-24-billion/,https://defiliban.io/ripple-xrp-trade-finance-mas-singapore-sandbox/,https://defiliban.io/ripple-xrp-mas-singapore-sandbox/,2,high,trade finance and bond settlement
https://defiliban.io/tesla-no-bitcoin-sales-q1-2026/,https://defiliban.io/grayscale-spot-tao-etf-filing-august-decision/,https://defiliban.io/grayscale-files-for-spot-tao-etf-august-decision/,2,high,new crypto ETF filings
https://defiliban.io/believe-founder-benjamin-pasternak-arrested-strangulation-assault-charges/,https://defiliban.io/grayscale-spot-tao-etf-filing-august-decision/,https://defiliban.io/grayscale-files-for-spot-tao-etf-august-decision/,2,high,institutional players like Grayscale filed new ETF products
https://defiliban.io/april-7-bitcoin-ethereum-etf-net-flows-update/,https://defiliban.io/morgan-stanley-spot-bitcoin-etf-could-start-trading-this-week-bloomberg/,https://defiliban.io/morgan-stanley-spot-bitcoin-etf-trading-this-week/,2,high,spot Bitcoin ETFs began trading
https://defiliban.io/bitcoin-spot-etf-net-outflow-april-7-sosovalue/,https://defiliban.io/morgan-stanley-spot-bitcoin-etf-could-start-trading-this-week-bloomberg/,https://defiliban.io/morgan-stanley-spot-bitcoin-etf-trading-this-week/,2,high,Morgan Stanley Spot Bitcoin ETF Could Start Trading This Week: Bloomberg
https://defiliban.io/uniswap-foundation-fy-2025-financial-summary-january-2027-runway-2/,https://defiliban.io/us-iran-conflict-odds-crypto-risk-outlook/,https://defiliban.io/us-iran-conflict-odds-70-may-crypto-risk/,2,high,geopolitical risk scenarios have shaped crypto market outlooks
https://defiliban.io/pippin-price-crash-bxnu5a-wallet-balance-shrinks/,https://defiliban.io/us-iran-conflict-odds-crypto-risk-outlook/,https://defiliban.io/us-iran-conflict-odds-70-may-crypto-risk/,2,high,recent geopolitical risk assessments
