url,last_crawled_gsc,current_status_code,current_indexability,current_indexability_status,inlinks_old_triage,word_count_old_triage,duplicate_title_count_old_triage,flags_old_triage,title_old_triage,action_bucket,priority,reason
https://defiliban.io/hype-price-today-trx-market-outlook-blockdag-price-prediction/,1970-01-01,200,Indexable,,56,1100,1,single_slug;blockdag_cluster,"BlockDAG’s Upcoming Awakening Testnet Ignites 7,500% Upside Potential; Can HYPE’s DeFi Rally & Tron’s Outlook Compete? - DeFiliban",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/looking-for-the-best-crypto-right-now-experts-back-blockdags-430m-presale-as-it-surges-past-tron-cardano-chainlink/,1970-01-01,200,Indexable,,56,1151,1,single_slug;blockdag_cluster,"Looking For The Best Crypto Right Now? Experts Back BlockDAG’s $430M Presale as it Surges Past Tron, Cardano & Chainlink!",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/pengu-price-rally-ethereum-price-forecast-blockdag-why-bdag-is-the-best-crypto-right-now/,1970-01-01,200,Indexable,,56,1181,1,single_slug;blockdag_cluster,"Ethereum’s ETF Momentum, PENGU Bullish Breakout, and BlockDAG’s $0.0013 Presale Price Closing in Just 24 Hours - DeFiliban",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/sol-holds-strong-xrp-correlates-with-btc-blockdag-surges-past-410m/,1970-01-01,200,Indexable,,56,1194,1,single_slug;blockdag_cluster,"SOL Holds Strong, XRP Correlates With BTC, BlockDAG Surges Past $410M!",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/while-ripple-plays-the-long-game-zero-knowledge-proof-just-became-2025s-fastest-growing-crypto-with-100x-potential/,1970-01-01,200,Indexable,,56,1208,2,single_slug;duplicate_title:2;wordcount_1200_plus,"While Ripple Plays the Long Game, Zero Knowledge Proof Just Became 2025’s Fastest-Growing Crypto With 100x Potential!",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/5-top-crypto-coins-to-buy-now-for-massive-gains-zero-knowledge-proof-zkp-dogecoin-filecoin-polygon-solana/,1970-01-01,200,Indexable,,55,1308,1,single_slug;wordcount_1200_plus,"5 Top Crypto Coins to Buy Now for Massive Gains: Zero Knowledge Proof (ZKP), Dogecoin, Filecoin, Polygon, & Solana!",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/aster-eyes-5-bnb-tops-1300-blockdags-430m-surge/,1970-01-01,200,Indexable,,55,1126,1,single_slug;blockdag_cluster,"Aster Eyes $5, BNB Tops $1,300, BlockDAG’s $430M Surge",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/best-crypto-projects-2025-blockdag-ethereum-binance-xrp/,1970-01-01,200,Indexable,,55,1130,1,single_slug;blockdag_cluster,"Best Crypto Projects 2025: BlockDAG, Ethereum, Binance, XRP",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/best-crypto-to-buy-now-ethereum-holds-4400-as-staking-demand-grows/,1970-01-01,200,Indexable,,55,1042,1,single_slug,"Best Crypto to Buy Now | Ethereum Holds $4,400 as Staking Demand Grows",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/best-presale-coins-of-2025-blockdag-nexchain-ai-t6900-bitcoin-hyper/,1970-01-01,200,Indexable,,55,1089,1,single_slug;blockdag_cluster,"Best Presale Coins of 2025: BlockDAG, Nexchain AI, T6900 & Bitcoin Hyper",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/bitcoin-price-prediction-2025/,1970-01-01,200,Indexable,,55,763,1,single_slug,"Cory Klippsten Predicts Bitcoin to Exceed $125,000 by 2025 - DeFiliban",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdag-2025-review-386m-presale-2660-roi-and-the-tech-driving-its-growth/,1970-01-01,200,Indexable,,55,1005,1,single_slug;blockdag_cluster,"BlockDAG 2025 Review: $386M Presale, 2,660% ROI, and the Tech Driving Its Growth",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdag-explorer-real-time-insights-into-the-future-of-blockchain/,1970-01-01,200,Indexable,,55,929,1,single_slug;blockdag_cluster,BlockDAG Explorer: Real-Time Insights into the Future of Blockchain,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdag-founder-antony-turners-430m-transparent-crypto-project/,1970-01-01,200,Indexable,,55,1288,1,single_slug;blockdag_cluster;wordcount_1200_plus,BlockDAG Founder Antony Turner’s $430M+ Transparent Crypto Project,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdags-pow-dag-hybrid-system-solves-blockchains-longtime-problem-and-emerges-as-the-best-crypto-coin/,1970-01-01,200,Indexable,,55,1343,1,single_slug;blockdag_cluster;wordcount_1200_plus,BlockDAG’s PoW-DAG Hybrid System Solves Blockchain’s Longtime Problem and Emerges as the Best Crypto Coin,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/ethereum-price-predictions-2023/,1970-01-01,200,Indexable,,55,790,1,single_slug,"Ethereum Price Predictions Reach $2,830 This Year - DeFiliban",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/heres-why-blockdags-binance-ama-could-mark-its-leap-into-the-mainstream/,1970-01-01,200,Indexable,,55,1330,1,single_slug;blockdag_cluster;wordcount_1200_plus,Here’s Why BlockDAG’s Binance AMA Could Mark Its Leap Into the Mainstream!,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/pepemine-blockchainfx-overshadowed-by-blockdags-403m-presale/,1970-01-01,200,Indexable,,55,1104,1,single_slug;blockdag_cluster,"PEPEMINE, BlockchainFX Overshadowed by BlockDAG’s $403M Presale",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/solana-vs-blockdag-which-is-the-best-crypto-to-buy-now/,1970-01-01,200,Indexable,,55,1345,1,single_slug;blockdag_cluster;wordcount_1200_plus,Solana vs BlockDAG: Which Is the Best Crypto to Buy Now?,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/top-2025-crypto-buys-blockdag-xrp-more/,1970-01-01,200,Indexable,,55,1241,1,single_slug;blockdag_cluster;wordcount_1200_plus,"Top 2025 Crypto Buys: BlockDAG, XRP & More",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/top-crypto-presales-before-the-next-surge-solana-cardano-magacoin-finance-ranked-as-best-buys/,1970-01-01,200,Indexable,,55,928,1,single_slug,"Top Crypto Presales Before the Next Surge — Solana, Cardano & MAGACOIN FINANCE Ranked as Best Buys",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/xrp-targets-5-cardano-eyes-2-blockdags-15-projection/,1970-01-01,200,Indexable,,55,947,1,single_slug;blockdag_cluster,"XRP Targets $5, Cardano Eyes $2, BlockDAG’s $15 Projection",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/17m-worth-of-proof-pods-crypto-crowd-cant-keep-calm-as-zero-knowledge-proof-zkp-to-roll-out-hardware-when-ica-opens/,1970-01-01,200,Indexable,,54,1297,1,single_slug;wordcount_1200_plus,$17M-Worth of Proof Pods: Crypto Crowd Can’t Keep Calm As Zero Knowledge Proof (ZKP) To Roll Out Hardware When ICA Opens!,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/best-crypto-presale-blockdag-blockchainfx-lyno-ai-ozak-ai/,1970-01-01,200,Indexable,,54,1244,1,single_slug;blockdag_cluster;wordcount_1200_plus,"Best Crypto Presale: BlockDAG, BlockchainFX, Lyno AI, Ozak AI",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/best-crypto-to-invest-in-2025-blockdag-ada-link-and-sui/,1970-01-01,200,Indexable,,54,1094,1,single_slug;blockdag_cluster,"Best Crypto to Invest in 2025? BlockDAG, ADA, LINK, and SUI",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdag-410m-presale-ondo-near-1-11-stellar-holds-ground/,1970-01-01,200,Indexable,,54,1064,1,single_slug;blockdag_cluster,"BlockDAG $410M Presale, ONDO Near $1.11, Stellar Holds Ground",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdag-433m-presale-genesis-day-hype-propel-it-ahead-of-pengus-weakness-aster-recovery-in-2025/,1970-01-01,200,Indexable,,54,1072,1,single_slug;blockdag_cluster,BlockDAG $433M+ Presale & Genesis Day Hype Propel It Ahead of PENGU’s Weakness & ASTER’s Recovery in 2025,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdag-commands-the-spotlight-with-430m-presale-live-ama-on-binance-while-cardano-turns-bearish-pepe-loses-grip/,1970-01-01,200,Indexable,,54,1212,1,single_slug;blockdag_cluster;wordcount_1200_plus,BlockDAG Commands the Spotlight with $430M+ Presale & Live AMA on Binance While Cardano Turns Bearish & Pepe Loses Grip,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdag-prepares-for-market-debut-at-singapore-deployment-event/,1970-01-01,200,Indexable,,54,1044,1,single_slug;blockdag_cluster,BlockDAG Prepares for Market Debut at Singapore Deployment Event!,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdag-review-387m-presale-2900-roi-real-tools/,1970-01-01,200,Indexable,,54,976,1,single_slug;blockdag_cluster,"BlockDAG Review: $387M Presale, 2,900% ROI & Real Tools",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdag-vs-little-pepe-presale-best-crypto-presale-list-pick-now/,1970-01-01,200,Indexable,,54,1082,1,single_slug;blockdag_cluster,BlockDAG vs Little Pepe Presale: Best Crypto Presale List Pick Now,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdags-387m-presale-beats-toncoin-and-hyperliquid/,1970-01-01,200,Indexable,,54,1099,1,single_slug;blockdag_cluster,BlockDAG’s $387M Presale Beats Toncoin and Hyperliquid,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdags-3m-x1-app-users-token2049-buzz-and-price-prediction-outpace-aave-and-hedera/,1970-01-01,200,Indexable,,54,1136,1,single_slug;blockdag_cluster,"BlockDAG’s 3M X1 App Users, Token2049 Buzz, and Price Prediction Outpace Aave and Hedera",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/crypto-news-blockdag-raises-385m-as-pi-volume-crashes-ondo-stalls/,1970-01-01,200,Indexable,,54,1098,1,single_slug;blockdag_cluster,Crypto News: BlockDAG Raises $385M as Pi Volume Crashes & ONDO Stalls,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/ethereum-price-prediction-40000/,1970-01-01,200,Indexable,,54,831,1,single_slug,"Standard Chartered Predicts Ethereum Price to Hit $40,000 - DeFiliban",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/leak-hints-900k-deal-could-fund-blockdag-exchange-launch/,1970-01-01,200,Indexable,,54,1167,1,single_slug;blockdag_cluster,Leak Hints $900K Deal Could Fund BlockDAG Exchange Launch,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/link-surge-sol-structure-why-blockdag-leads-best-long-term-crypto/,1970-01-01,200,Indexable,,54,1025,1,single_slug;blockdag_cluster,"LINK Surge, SOL Structure & Why BlockDAG Leads Best Long Term Crypto",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/litecoin-hits-200-zcash-sees-bullish-breakout-blockdags-1000x-potential-makes-it-the-best-performing-crypto-today/,1970-01-01,200,Indexable,,54,1224,1,single_slug;blockdag_cluster;wordcount_1200_plus,"Litecoin Hits $200, Zcash Sees Bullish Breakout - BlockDAG’s 1000x Potential Makes it the Best Performing Crypto Today",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/okb-jumps-745-dogecoin-flips-bullish-but-analysts-say-blockdag-could-soar-to-1-after-launch/,1970-01-01,200,Indexable,,54,1105,1,single_slug;blockdag_cluster,"OKB Jumps 7.45%, Dogecoin Flips Bullish, But Analysts Say BlockDAG Could Soar to $1 After Launch!",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/pengu-aster-price-swings-contrast-blockdags-430m-launch-readiness/,1970-01-01,200,Indexable,,54,1162,1,single_slug;blockdag_cluster,PENGU & ASTER Price Swings Contrast BlockDAG’s $430M+ Launch Readiness,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/solana-tron-blockdag-outlook-2900-roi-sparks-crypto-buzz/,1970-01-01,200,Indexable,,54,1154,1,single_slug;blockdag_cluster,"Meta Title: Solana, Tron & BlockDAG Outlook: 2900% ROI Sparks Crypto Buzz",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/top-crypto-to-buy-in-2025-blockdag-memecore-myx-finance-aptos-show-strength/,1970-01-01,200,Indexable,,54,1142,1,single_slug;blockdag_cluster,"Top Crypto to Buy in 2025: BlockDAG, MemeCore, MYX Finance & Aptos Show Strength",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/whales-move-from-xrp-and-fil-to-blockdags-0-0015-batch-31/,1970-01-01,200,Indexable,,54,1099,1,single_slug;numeric_suffix;blockdag_cluster,Whales Move from XRP and FIL to BlockDAG’s $0.0015 Batch 31,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/why-zero-knowledge-proofs-zkp-fair-auction-mechanism-marks-a-turning-point-in-the-presale-crypto-market-next-500x-crypto/,1970-01-01,200,Indexable,,54,1137,1,single_slug,Why Zero Knowledge Proof’s (ZKP) Fair Auction Mechanism Marks a Turning Point in the Presale Crypto Market - Next 500x Crypto?,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/xrp-sol-outlook-weak-blockdags-405m-presale-signals-power/,1970-01-01,200,Indexable,,54,1017,1,single_slug;blockdag_cluster,XRP & SOL Outlook Weak; BlockDAG’s $405M+ Presale Signals Power,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/ada-steady-sui-climbs-blockdag-announces-september-25-testnet-launch/,1970-01-01,200,Indexable,,53,1080,1,single_slug;blockdag_cluster,"ADA Steady, SUI Climbs, BlockDAG Announces September 25 Testnet Launch!",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/antony-turner-the-visionary-ceo-powering-blockdags-nearly-435m-presale-success/,1970-01-01,200,Indexable,,53,948,1,single_slug;blockdag_cluster,Antony Turner: The Visionary CEO Powering BlockDAG’s Nearly $435M Presale Success,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/best-crypto-coins-in-2025-blockdag-dogecoin-pengu-hbar/,1970-01-01,200,Indexable,,53,1246,1,single_slug;blockdag_cluster;wordcount_1200_plus,"Best Crypto Coins in 2025: BlockDAG, Dogecoin, Pengu, HBAR",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdag-20-prediction-outshines-ada-and-dogecoin-in-the-debate-on-which-crypto-will-explode/,1970-01-01,200,Indexable,,53,1133,1,single_slug;blockdag_cluster,BlockDAG $20 Prediction Outshines ADA and Dogecoin in the Debate on Which Crypto Will Explode,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdag-presale-nears-410m-tops-little-pepe-remittix/,1970-01-01,200,Indexable,,53,1068,1,single_slug;blockdag_cluster,BlockDAG Presale Nears $410M & Tops Little Pepe & Remittix,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdag-soars-while-bnb-cardano-remain-among-the-best-crypto-coins-to-buy-today/,1970-01-01,200,Indexable,,53,1035,1,single_slug;blockdag_cluster,BlockDAG Soars While BNB & Cardano Remain Among the Best Crypto Coins to Buy Today,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdags-435m-presale-surpasses-hyperliquid-sei-ahead-of-genesis-day/,1970-01-01,200,Indexable,,53,1081,1,single_slug;blockdag_cluster,BlockDAG’s $435M Presale Surpasses Hyperliquid & SEI Ahead of GENESIS DAY,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/doge-eth-and-blockdag-405m-surge-redefines-2025/,1970-01-01,200,Indexable,,53,1110,1,single_slug;blockdag_cluster,"DOGE, ETH, and BlockDAG: $405M+ Surge Redefines 2025",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/ethereum-faces-pressure-chainlink-rallies-while-blockdags-432m-raise-marks-a-major-milestone-on-the-road-to-launch/,1970-01-01,200,Indexable,,53,1058,1,single_slug;blockdag_cluster,"Ethereum Faces Pressure, & Chainlink Rallies, While BlockDAG’s $432M+ Raise Marks a Major Milestone on the Road to Launch",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/solana-xrp-blockdag-trail-top-crypto-coins/,1970-01-01,200,Indexable,,53,1029,1,single_slug;blockdag_cluster,"Solana, XRP & BlockDAG Trail Top Crypto Coins",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/top-altcoins-to-buy-before-2025s-big-market-rally-blockdag-bittensor-binance-coin-solana/,1970-01-01,200,Indexable,,53,1118,1,single_slug;blockdag_cluster,"Top Altcoins to Buy Before 2025’s Big Market Rally: BlockDAG, Bittensor, Binance Coin, & Solana",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/top-crypto-coins-for-2025-bitcoin-cash-dips-to-475-arbitrum-holds-while-blockdag-presale-kicks-into-high-gear-with-f1-deal/,1970-01-01,200,Indexable,,53,1263,1,single_slug;blockdag_cluster;wordcount_1200_plus,Top Crypto Coins for 2025: Bitcoin Cash Dips to $475 & Arbitrum Holds While BlockDAG Presale Kicks into High Gear With F1® Deal,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/top-crypto-to-buy-in-2025-blockdag-cardano-near-vechain-price-updates/,1970-01-01,200,Indexable,,53,1402,1,single_slug;blockdag_cluster;wordcount_1200_plus,"Top Crypto to Buy in 2025: BlockDAG, Cardano, NEAR, VeChain Price Updates",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/xlms-forecast-adas-growth-blockdags-405m-presale/,1970-01-01,200,Indexable,,53,1145,1,single_slug;blockdag_cluster,"XLM’s forecast, ADA’s growth & BlockDAG’s $405M+ Presale",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/xrp-and-link-forecasts-blockdag-presale-best-crypto-2025/,1970-01-01,200,Indexable,,53,1135,1,single_slug;blockdag_cluster,"XRP and LINK Forecasts, BlockDAG Presale Best Crypto 2025",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/aave-at-320-stellarpad-ai-grows-blockdag-crosses-405m/,1970-01-01,200,Indexable,,52,1164,1,single_slug;blockdag_cluster,"AAVE at $320, StellarPad AI Grows, BlockDAG Crosses $405M",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/ada-weakens-pump-targets-0-0095-but-blockdags-testnet-steals-the-show/,1970-01-01,200,Indexable,,52,1107,1,single_slug;blockdag_cluster,"ADA Weakens, Pump Targets $0.0095, but BlockDAG’s Testnet Steals The Show!",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdag-430m-presale-binance-ama-outshine-aster-kaspa/,1970-01-01,200,Indexable,,52,1104,1,single_slug;blockdag_cluster,"BlockDAG $430M Presale & Binance AMA Outshine Aster, Kaspa",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdag-ambassador-program-from-fans-to-founders-in-web3/,1970-01-01,200,Indexable,,52,1050,1,single_slug;blockdag_cluster,BlockDAG Ambassador Program: From Fans to Founders in Web3,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdag-awakening-testnet-launches-sept-25-with-15k-tps-miner-sync/,1970-01-01,200,Indexable,,52,942,1,single_slug;blockdag_cluster,BlockDAG Awakening Testnet Launches Sept 25 With 15K TPS & Miner Sync,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdag-could-break-into-the-top-20-with-record-breaking-430m-raise/,1970-01-01,200,Indexable,,52,1237,1,single_slug;blockdag_cluster;wordcount_1200_plus,BlockDAG Could Break into the Top 20 with Record-Breaking $430M+ Raise,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdag-genesis-day-hype-builds-0-0015-entry-price-while-xrp-and-dogecoin-capture-attention/,1970-01-01,200,Indexable,,52,1201,1,single_slug;blockdag_cluster;wordcount_1200_plus,BlockDAG’s Genesis Day Hype Builds at $0.0015 Entry Price While XRP and Dogecoin Capture Attention,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdag-overshadows-shib-dot-avalanche-best-cryptos-debate/,1970-01-01,200,Indexable,,52,1131,1,single_slug;blockdag_cluster,"BlockDAG Overshadows SHIB, DOT & Avalanche in Best Cryptos Debate",delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
https://defiliban.io/blockdag-review-viral-presale-or-real-web3-ecosystem/,1970-01-01,200,Indexable,,52,920,1,single_slug;blockdag_cluster,BlockDAG Review: Viral Presale or Real Web3 Ecosystem?,delete_or_noindex,high,Promotional or low-trust investment-style URL; better pruned or deprioritized.
