broken_target,instances,best_destination,best_score,best_jaccard,best_sequence,second_score,margin,confidence,example_source_1,example_anchor_1,example_source_2,example_anchor_2
https://defiliban.io/fear-greed-index-for-btc-how-to-read-bitcoin-sentiment/,2,https://defiliban.io/fear-greed-index-for-btc/,0.615,0.5,0.615,0,0.615,review,https://defiliban.io/btc-etfs-22-6m-net-weekly-inflow-4-days/,Fear & Greed Index,https://defiliban.io/btc-bullish-bearish-social-ratio-5-week-low/,Fear & Greed Index for BTC: How to Read Bitcoin Sentiment
https://defiliban.io/resolv-labs-hack-claim-what-we-know-about-the-reported-50m-usr-incident/,2,https://defiliban.io/resolv-labs-hack-claim-50m-usr/,0.594,0.462,0.594,0,0.594,review,https://defiliban.io/top-5-crypto-news-24-hours-bitcoin-price-drops-trump-iran-threat/,The reported Resolv Labs incident involving 50 million USR,https://defiliban.io/ethereum-whale-buys-another-1979-eth-4-14m/,claims of a $50 million exploit involving Resolv Labs
https://defiliban.io/visa-stablecoin-pilot-expands-nine-chains/,2,https://defiliban.io/visa-expands-stablecoin-pilot-nine-chains-base-polygon-canton-tempo-arc/,0.589,0.545,0.589,0,0.589,review,https://defiliban.io/shinhan-card-pilot-stablecoin-payments-solana-testnet/,stablecoin pilot to nine chains,https://defiliban.io/mega-listed-on-binance-spot-market/,Visa’s stablecoin pilot expanding to nine chains
https://defiliban.io/paxos-labs-funding-round-brings-in-12-million/,2,https://defiliban.io/black-forest-labs-funding-round/,0.579,0.3,0.579,0.5,0.079,review,https://defiliban.io/bitcoin-etf-flows-today-latest-confirmed-inflows/,Paxos Labs’ funding round,https://defiliban.io/okx-launches-x-perps-europe-mifid-rules/,Paxos Labs Funding Round Brings In $12 Million
https://defiliban.io/cz-on-terra-binances-3m-bet-recounted/,2,https://defiliban.io/cz-autobiography-binance-terra-3m-investment/,0.568,0.3,0.568,0,0.568,review,https://defiliban.io/week-on-chain-14-2026-bitcoin-bouncing-in-a-bear/,Binance’s Terra-era positioning recap,https://defiliban.io/first-ever-bitcoin-rubiks-cube-official-launch/,CZ on Terra: Binance’s $3M Bet Recounted
https://defiliban.io/ether-etf-inflows-hit-record/,2,https://defiliban.io/ether-etf-inflows-record-11-68-billion-187-million-weekly-inflow/,0.522,0.333,0.522,0,0.522,review,https://defiliban.io/bybit-lists-opg-futures/,record Ether ETF inflows,https://defiliban.io/paul-chan-hong-kong-first-two-stablecoin-licenses-just-the-beginning/,institutional capital flowing toward regulated crypto products
https://defiliban.io/bhutan-dumps-btc-arkham-on-chain/,2,,0,0,0,0,0,none,https://defiliban.io/based-binance-alpha-listing/,Bhutan’s $120M BTC liquidation tracked via Arkham on-chain data,https://defiliban.io/based-binance-alpha-listing-2/,Bhutan’s $120M BTC liquidation tracked via Arkham on-chain data
https://defiliban.io/qcp-capital-oil-shock-risk-off-mood-and-btcs-74k-rejection/,2,,0,0,0,0,0,none,https://defiliban.io/bybit-launches-44-stock-cfds-ibit-blackrock-bitcoin-etf/,QCP Capital’s oil-shock and BTC rejection setup,https://defiliban.io/utk-support-rebranding-airdrop-plan-binance-spot-delisting/,QCP Capital’s oil-shock and BTC rejection note
https://defiliban.io/morgan-stanley-spot-bitcoin-etf-listing/,1,https://defiliban.io/morgan-stanley-msbt-bitcoin-etf/,0.829,0.571,0.829,0.818,0.01,review,https://defiliban.io/bitcoin-halving-reversal-2026/,Morgan Stanley’s recent spot Bitcoin ETF listing,,
https://defiliban.io/us-bitcoin-spot-etfs-225m-net-outflow-march-27/,1,https://defiliban.io/us-bitcoin-spot-etf-net-outflow-225-million-march-27/,0.816,0.583,0.816,0.816,0.0,review,https://defiliban.io/resolv-exploit-defi-metrics-week/,recent ETF outflow data,,
https://defiliban.io/spot-bitcoin-etf-records-net-outflow-march-24/,1,https://defiliban.io/spot-bitcoin-etf-outflow-march-24-2026/,0.795,0.667,0.795,0.792,0.004,review,https://defiliban.io/morgan-stanley-msbt-bitcoin-etf/,spot Bitcoin ETFs collectively hold over $100 billion in assets,,
https://defiliban.io/bitcoin-etf-flows-today-what-139-6m-outflow-means/,1,https://defiliban.io/bitcoin-etf-flows-today-latest-outflow-analysis/,0.792,0.455,0.792,0.776,0.015,review,https://defiliban.io/coinbase-bitcoin-yield-fund-base-share-claims/,recent volatility in bitcoin fund flows,,
https://defiliban.io/morgan-stanley-bitcoin-etf-defi-wbtc/,1,https://defiliban.io/morgan-stanley-msbt-bitcoin-etf/,0.776,0.571,0.776,0.732,0.044,review,https://defiliban.io/machi-eth-long-liquidated-reopens-position/,growing institutional focus on Bitcoin products,,
https://defiliban.io/spot-bitcoin-etf-records-74-53m-net-outflow-on-march-24-2026/,1,https://defiliban.io/spot-bitcoin-etf-outflow-march-24-2026/,0.776,0.583,0.776,0.76,0.016,review,https://defiliban.io/nvidia-crypto-lawsuit-ruling/,Bitcoin ETF outflows,,
https://defiliban.io/bitcoin-etf-flows-today-111m-single-day-outflow/,1,https://defiliban.io/bitcoin-etf-flows-today-1d-net-outflow-1488-btc/,0.766,0.417,0.766,0.75,0.016,review,https://defiliban.io/morgan-stanley-msbt-bitcoin-etf/,ETF products continue absorbing institutional demand,,
https://defiliban.io/ark-invest-circle-shares-stock-crash/,1,https://defiliban.io/ark-invest-circle-shares-20-drop/,0.765,0.5,0.765,0.732,0.032,review,https://defiliban.io/ripple-xrp-mas-singapore-sandbox/,institutional investors have been positioning in blockchain infrastructure,,
https://defiliban.io/blackrock-withdraws-172-84m-in-btc-and-eth-from-coinbase/,1,https://defiliban.io/blackrock-withdraws-btc-eth-from-coinbase-three-days/,0.759,0.5,0.759,0.71,0.049,review,https://defiliban.io/bitcoin-whale-moves-btc-to-binance-after-years-of-dormancy/,institutions move large BTC and ETH positions between exchanges,,
https://defiliban.io/bitcoin-etf-inflows-rebound-market-volatility/,1,https://defiliban.io/bitcoin-etf-inflows-rebound/,0.75,0.667,0.75,0.716,0.034,review,https://defiliban.io/258m-crypto-liquidations-bitcoin-118m-4-hours/,rebounding ETF inflows,,
https://defiliban.io/bitcoin-etfs-lose-296m-ethereum-etf-flows-weaken/,1,https://defiliban.io/bitcoin-etfs-outflows-ethereum-inflows/,0.721,0.3,0.721,0.703,0.018,review,https://defiliban.io/dubai-crypto-derivatives-rules/,recent Bitcoin ETF outflows of $296 million,,
https://defiliban.io/block-buys-114-89-btc-total-bitcoin-holdings-reach-8998/,1,https://defiliban.io/remixpoint-buys-20-3-btc-total-bitcoin-holdings-1491/,0.692,0.357,0.692,0.683,0.009,review,https://defiliban.io/cbc-reports-canada-crypto-atm-ban-scams/,steadily accumulating Bitcoin,,
https://defiliban.io/based-binance-alpha-defi-liquidity-impact/,1,https://defiliban.io/based-binance-alpha-listing-2/,0.686,0.375,0.686,0.676,0.009,review,https://defiliban.io/resolv-exploit-defi-metrics-week/,liquidity migration across DeFi protocols,,
https://defiliban.io/bitcoin-etf-inflows-data-87k-narrative/,1,https://defiliban.io/bitcoin-etf-inflows-btc-buying-pressure/,0.675,0.333,0.675,0.674,0.001,review,https://defiliban.io/arkham-morgan-stanley-spot-bitcoin-etf-wallets/,Bitcoin ETF inflow trends,,
https://defiliban.io/bitcoin-etfs-lose-296m-as-ethereum-etf-flows-also-weaken/,1,https://defiliban.io/bitcoin-etfs-outflows-ethereum-inflows/,0.66,0.25,0.66,0.654,0.005,review,https://defiliban.io/token-launch-failure-rates-record-levels-21shares-ethcc/,ETF flow patterns,,
https://defiliban.io/bybit-lists-opg-futures-why-the-new-market-matters/,1,https://defiliban.io/bybit-delists-tru-futures-market/,0.659,0.273,0.659,0.63,0.028,review,https://defiliban.io/binance-futures-delist-b3-degen-bobusdtir-dam-usdt-pairs/,Bybit recently listed OPG futures,,
https://defiliban.io/eth-whales-111-9m-20x-long-draws-focus-as-market-rises/,1,https://defiliban.io/eth-whale-50000-eth-20x-long-111-9m-market-rebound/,0.615,0.429,0.615,0,0.615,review,https://defiliban.io/bitcoin-urpd-60k-70k-band/,ETH Whale’s $111.9M 20x Long Draws Focus as Market Rises,,
https://defiliban.io/trust-wallet-ai-agents-binance-220m-user-wallet-enables-crypto-trading-bots/,1,https://defiliban.io/trust-wallet-ai-agents-crypto-trading-220-million-users/,0.615,0.429,0.615,0,0.615,review,https://defiliban.io/larry-fink-ai-reshape-defi-rwa/,AI-powered trading tools,,
https://defiliban.io/genius-featured-on-binance-alpha-evidence-timing-and-what-to-watch/,1,https://defiliban.io/genius-featured-binance-alpha/,0.611,0.364,0.611,0.562,0.048,review,https://defiliban.io/top-5-crypto-news-last-24-hours/,"GENIUS Featured on Binance Alpha? Evidence, Timing, and What to Watch",,
https://defiliban.io/sen-cynthia-lummis-clarity-act/,1,https://defiliban.io/cynthia-lummis-urges-immediate-passage-of-the-clarity-act/,0.598,0.4,0.598,0,0.598,review,https://defiliban.io/standard-chartered-sc-ventures-gsr-strategic-stake/,proposed legislation like the Clarity Act,,
https://defiliban.io/ethereum-dominates-tokenized-assets-market/,1,https://defiliban.io/ethereum-tokenized-assets-61-percent-206-billion-token-terminal/,0.571,0.273,0.571,0,0.571,review,https://defiliban.io/worldcoin-wld-otc-sale-usdc/,tokenized assets landscape continues to evolve,,
https://defiliban.io/scroll-scr-pre-market-on-binance-why-an-8m-market-cap-is-drawing-attention/,1,https://defiliban.io/scroll-scr-binance-first-pre-market-8m-market-cap/,0.569,0.5,0.569,0,0.569,review,https://defiliban.io/binance-uae-staff-relocation-hong-kong/,Scroll (SCR) pre-market on Binance: Why an $8M Market Cap Is Drawing Attention,,
https://defiliban.io/u-s-government-moves-8-2-btc-to-coinbase-prime-in-bitfinex-seized-funds-transfer/,1,https://defiliban.io/us-government-bitfinex-seized-funds-8-2-btc-coinbase-prime/,0.565,0.562,0.565,0,0.565,review,https://defiliban.io/charles-schwab-launches-schwab-crypto-spot-trading-retail-clients/,U.S. Government Moves 8.2 BTC to Coinbase Prime in Bitfinex Seized Funds Transfer,,
https://defiliban.io/bitcoin-etf-inflows-what-the-data-says-about-the-87k-narrative/,1,https://defiliban.io/bitcoin-etf-inflows-rebound/,0.562,0.273,0.562,0.535,0.027,review,https://defiliban.io/capital-b-buys-12-btc-holdings-rise-to-2937-btc/,corporate and institutional Bitcoin accumulation,,
https://defiliban.io/whale-opens-40m-20x-leveraged-longs-eth-btc-market-impact/,1,https://defiliban.io/whale-0x049b-20x-long-eth-btc-40-million/,0.557,0.286,0.557,0,0.557,review,https://defiliban.io/binance-market-maker-guidelines-token-issuer-disclosure/,large leveraged positions,,
https://defiliban.io/strategy-buys-btc-michael-saylor/,1,https://defiliban.io/michael-saylor-strategy-buys-22337-btc-1-6-billion/,0.556,0.556,0.537,0,0.556,review,https://defiliban.io/bitdeer-ltc-doge-miner-sealminer-dl1/,large-scale Bitcoin accumulation strategies,,
https://defiliban.io/dubai-sets-official-rules-for-crypto-exchange-derivatives/,1,https://defiliban.io/dubai-crypto-derivatives-rules/,0.552,0.5,0.552,0,0.552,review,https://defiliban.io/token-launch-failure-rates-record-levels-21shares-ethcc/,"Dubai, which recently set official rules for crypto exchange derivatives",,
https://defiliban.io/bitcoin-and-etf-inflows-what-the-data-says-about-the-87k-narrative/,1,https://defiliban.io/bitcoin-etf-inflows-rebound/,0.538,0.25,0.538,0.514,0.023,review,https://defiliban.io/opg-lists-on-bybit-spot-market/,Bitcoin ETF inflows shape price narratives,,
https://defiliban.io/whale-opens-40m-leveraged-longs-eth-btc/,1,https://defiliban.io/whale-0x049b-20x-long-eth-btc-40-million/,0.532,0.25,0.532,0,0.532,review,https://defiliban.io/ripple-xrp-mas-singapore-sandbox/,large-scale institutional positioning,,
https://defiliban.io/whale-opens-40m-leveraged-longs-eth-btc-market-impact/,1,https://defiliban.io/whale-0x049b-20x-long-eth-btc-40-million/,0.516,0.214,0.516,0,0.516,review,https://defiliban.io/rba-tokenization-aud-24-billion/,market participants,,
https://defiliban.io/canadian-fintech-delphx-crypto-treasury/,1,https://defiliban.io/delphx-capital-markets-delx-crypto-treasury-plans/,0.5,0.333,0.5,0,0.5,review,https://defiliban.io/ark-invest-circle-shares-20-drop/,traditional finance firms exploring crypto treasury strategies,,
https://defiliban.io/bhutan-dumps-120m-in-btc-arkham-on-chain-data-shows/,1,,0,0,0,0,0,none,https://defiliban.io/us-bitcoin-spot-etf-net-outflow-225-million-march-27/,Bhutan sold roughly $120 million in BTC,,
https://defiliban.io/bitcoins-longest-sp-500-decoupling-since-2020-explained/,1,,0,0,0,0,0,none,https://defiliban.io/bitcoin-onchain-transactions-spike-btc-network-activity/,decoupled from broader market trends,,
https://defiliban.io/hong-kong-crypto-asset-reporting/www.fstb.gov.hk/tb/en/others/consultation.htm/,1,,0,0,0,0,0,none,https://defiliban.io/hong-kong-crypto-asset-reporting/,consultation document,,
https://defiliban.io/metaplanet-jpn-8b-bond-issue-targets-more-bitcoin/,1,,0,0,0,0,0,none,https://defiliban.io/spark-q1-2026-financial-report-gross-protocol-returns-net-revenue/,institutional players are increasing their crypto exposure,,
https://defiliban.io/phemex-new-features-crypto-trading/URL-of-cryptocurrency-platform/,1,,0,0,0,0,0,none,https://defiliban.io/phemex-new-features-crypto-trading/,Unique Platform Screenshot,,
https://defiliban.io/whale-bc1qfs-500-btc-buying-streak/,1,,0,0,0,0,0,none,https://defiliban.io/bitrefill-cyberattack-march-2026/,large holders continue moving bitcoin,,
https://defiliban.io/whale-bc1qfs-adds-500-btc-ongoing-buying-streak/,1,,0,0,0,0,0,none,https://defiliban.io/pippin-price-crash-bxnu5a-wallet-balance-shrinks/,large-holder wallet tracking,,
